arrival_date,sku_name,category,mandi_name,zone,min_price_rs_kg,max_price_rs_kg,modal_price_rs_kg,arrival_qty_mt
2026-03-29,Carrot,Staple,Keshopur APMC,West,26.0,46.0,34.0,8.3
2026-03-31,Carrot,Staple,Keshopur APMC,West,30.0,50.0,40.0,7.0
2026-04-02,Carrot,Staple,Keshopur APMC,West,32.0,62.0,42.0,6.9
2026-04-03,Carrot,Staple,Keshopur APMC,West,34.0,66.0,44.0,12.2
2026-04-04,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,11.2
2026-04-05,Carrot,Staple,Keshopur APMC,West,26.0,36.0,32.0,10.6
2026-04-06,Carrot,Staple,Keshopur APMC,West,20.0,35.0,28.0,10.88
2026-04-07,Carrot,Staple,Keshopur APMC,West,20.0,35.0,27.0,8.3
2026-04-09,Carrot,Staple,Keshopur APMC,West,20.0,30.0,25.0,9.63
2026-04-10,Carrot,Staple,Keshopur APMC,West,20.0,30.0,23.0,11.63
2026-04-12,Carrot,Staple,Keshopur APMC,West,20.0,25.0,22.5,9.6
2026-04-13,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,6.05
2026-04-14,Carrot,Staple,Keshopur APMC,West,22.0,38.0,29.0,9.2
2026-04-16,Carrot,Staple,Keshopur APMC,West,20.0,30.0,25.0,0.75
2026-04-17,Carrot,Staple,Keshopur APMC,West,25.0,40.0,35.0,7.5
2026-04-18,Carrot,Staple,Keshopur APMC,West,25.0,35.0,31.5,5.33
2026-04-19,Carrot,Staple,Keshopur APMC,West,24.0,36.0,31.0,3.53
2026-04-20,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.0,15.23
2026-04-21,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.0,9.5
2026-04-23,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,12.0
2026-04-24,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,3.12
2026-04-25,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,7.0
2026-04-30,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,5.75
2026-05-01,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,8.0
2026-05-02,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.0,2.93
2026-05-03,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,3.4
2026-05-04,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.5,14.63
2026-05-05,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.5,3.5
2026-05-07,Carrot,Staple,Keshopur APMC,West,20.0,40.0,30.0,1.68
2026-05-08,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,8.82
2026-05-09,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.0,5.05
2026-05-10,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.0,7.5
2026-05-11,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,9.16
2026-05-12,Carrot,Staple,Keshopur APMC,West,20.0,28.0,24.5,5.5
2026-05-14,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,4.33
2026-05-15,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,1.1
2026-05-16,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.5,3.1
2026-05-17,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.0,4.18
2026-05-18,Carrot,Staple,Keshopur APMC,West,22.0,32.0,26.0,9.0
2026-05-19,Carrot,Staple,Keshopur APMC,West,20.0,30.0,26.5,2.5
2026-05-21,Carrot,Staple,Keshopur APMC,West,20.0,30.0,27.0,3.5
2025-11-10,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.25,123.6
2025-12-01,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,22.0,96.5
2025-12-02,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,25.0,169.4
2025-12-03,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,25.0,204.8
2025-12-04,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,24.0,173.4
2025-12-05,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,24.0,166.5
2025-12-06,Cauliflower,Volatile,Azadpur APMC,North,20.0,35.0,28.5,173.3
2025-12-08,Cauliflower,Volatile,Azadpur APMC,North,20.0,35.0,30.0,96.8
2025-12-09,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,22.0,212.9
2025-12-10,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,22.0,191.7
2025-12-11,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,22.0,223.0
2025-12-15,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,21.0,197.7
2025-12-16,Cauliflower,Volatile,Azadpur APMC,North,15.0,30.0,22.5,294.4
2025-12-17,Cauliflower,Volatile,Azadpur APMC,North,20.0,30.0,25.0,288.9
2025-12-18,Cauliflower,Volatile,Azadpur APMC,North,15.0,25.0,19.0,215.9
2025-12-19,Cauliflower,Volatile,Azadpur APMC,North,15.0,25.0,19.0,258.3
2025-12-20,Cauliflower,Volatile,Azadpur APMC,North,15.0,25.0,20.0,282.3
2025-12-22,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,213.5
2025-12-23,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,265.9
2025-12-24,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,320.5
2025-12-25,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,284.0
2025-12-26,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,262.0
2025-12-27,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,225.0
2025-12-29,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,172.2
2025-12-30,Cauliflower,Volatile,Azadpur APMC,North,10.0,30.0,20.0,248.4
2025-12-31,Cauliflower,Volatile,Azadpur APMC,North,10.0,25.0,18.5,220.7
2026-01-01,Cauliflower,Volatile,Azadpur APMC,North,10.0,25.0,18.5,284.2
2026-01-02,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,14.0,196.5
2026-01-14,Cauliflower,Volatile,Azadpur APMC,North,5.0,12.0,8.0,197.2
2026-01-15,Cauliflower,Volatile,Azadpur APMC,North,5.0,12.0,8.0,203.3
2026-01-16,Cauliflower,Volatile,Azadpur APMC,North,5.0,12.0,8.0,162.3
2026-01-17,Cauliflower,Volatile,Azadpur APMC,North,5.0,12.0,8.0,166.4
2026-01-19,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,105.0
2026-01-20,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,182.9
2026-01-21,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,11.0,237.6
2026-01-22,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,11.0,182.6
2026-01-23,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,11.0,197.2
2026-01-24,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,11.0,120.2
2026-01-27,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,13.0,152.8
2026-01-28,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,248.2
2026-01-29,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,184.7
2026-01-30,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,203.3
2026-01-31,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,203.3
2026-02-02,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,106.5
2026-02-03,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,227.2
2026-02-04,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,204.1
2026-02-05,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,273.7
2026-02-06,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,160.7
2026-02-07,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,184.4
2026-02-09,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,104.5
2026-02-10,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,169.1
2026-02-11,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,202.0
2026-02-12,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,194.2
2026-02-13,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,175.6
2026-02-16,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,112.2
2026-02-17,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,196.5
2026-02-18,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,247.7
2026-02-19,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,212.3
2026-02-20,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,156.9
2026-02-21,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,188.4
2026-02-23,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,114.4
2026-02-24,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,145.4
2026-02-25,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,183.8
2026-02-26,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,156.8
2026-02-27,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,174.2
2026-02-28,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,143.3
2026-03-02,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,106.7
2026-03-03,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,203.7
2026-03-05,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,23.3
2026-03-06,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,143.6
2026-03-09,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,12.0,82.9
2026-03-10,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,13.0,159.1
2026-03-11,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,13.0,149.3
2026-03-12,Cauliflower,Volatile,Azadpur APMC,North,10.0,15.0,13.0,183.9
2026-03-13,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,183.2
2026-03-16,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,78.6
2026-03-17,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,138.2
2026-03-19,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,126.8
2026-03-20,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,115.2
2026-03-24,Cauliflower,Volatile,Azadpur APMC,North,8.0,12.0,10.0,123.6
2026-03-26,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,16.0,134.9
2026-03-27,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,16.0,76.7
2026-03-28,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,16.0,142.2
2026-03-30,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,147.5
2026-04-01,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,140.0
2026-04-03,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,147.2
2026-04-04,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,17.0,128.8
2026-04-06,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,73.6
2026-04-07,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,118.7
2026-04-08,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,87.9
2026-04-09,Cauliflower,Volatile,Azadpur APMC,North,10.0,20.0,15.0,104.2
2026-04-10,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,30.0,91.8
2026-04-13,Cauliflower,Volatile,Azadpur APMC,North,20.0,50.0,36.0,60.2
2026-04-14,Cauliflower,Volatile,Azadpur APMC,North,20.0,50.0,36.0,78.5
2026-04-15,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,30.0,86.5
2026-04-16,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,28.0,53.0
2026-04-17,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,30.0,73.2
2026-04-18,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,30.0,86.9
2026-04-20,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,30.0,56.8
2026-04-21,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,30.0,52.5
2026-04-22,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,32.0,72.2
2026-04-23,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,32.0,110.0
2026-04-24,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,32.0,101.3
2026-04-25,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,32.0,121.6
2026-04-27,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,32.0,68.1
2026-04-28,Cauliflower,Volatile,Azadpur APMC,North,22.0,40.0,30.0,125.6
2026-04-29,Cauliflower,Volatile,Azadpur APMC,North,22.0,40.0,29.0,134.3
2026-04-30,Cauliflower,Volatile,Azadpur APMC,North,22.0,40.0,29.0,98.6
2026-05-01,Cauliflower,Volatile,Azadpur APMC,North,22.0,40.0,29.0,92.0
2026-05-02,Cauliflower,Volatile,Azadpur APMC,North,22.0,40.0,29.0,128.2
2026-05-04,Cauliflower,Volatile,Azadpur APMC,North,25.0,40.0,36.0,105.0
2026-05-06,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,34.0,82.6
2026-05-07,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,35.0,82.1
2026-05-08,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,35.0,162.9
2026-05-11,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,37.5,96.5
2026-05-12,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,37.5,139.6
2026-05-13,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,34.0,102.9
2026-05-14,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,34.0,99.8
2026-05-15,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,34.0,125.5
2026-05-16,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,36.0,96.7
2026-05-18,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,36.0,70.7
2026-05-19,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,36.0,98.8
2026-05-20,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,36.0,109.7
2026-05-21,Cauliflower,Volatile,Azadpur APMC,North,20.0,40.0,36.0,124.5
2025-11-16,Cauliflower,Volatile,Gazipur APMC,East,28.0,32.0,30.0,81.32
2025-11-21,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,60.82
2025-11-23,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,98.42
2025-11-26,Cauliflower,Volatile,Gazipur APMC,East,25.0,31.0,28.0,70.82
2025-11-27,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,67.03
2025-11-28,Cauliflower,Volatile,Gazipur APMC,East,30.0,40.0,35.0,60.63
2025-11-30,Cauliflower,Volatile,Gazipur APMC,East,30.0,40.0,35.0,112.49
2025-12-01,Cauliflower,Volatile,Gazipur APMC,East,35.0,41.0,38.0,95.48
2025-12-02,Cauliflower,Volatile,Gazipur APMC,East,38.0,42.0,40.0,82.96
2025-12-03,Cauliflower,Volatile,Gazipur APMC,East,33.0,35.0,34.0,77.94
2025-12-04,Cauliflower,Volatile,Gazipur APMC,East,36.0,40.0,38.0,63.55
2025-12-05,Cauliflower,Volatile,Gazipur APMC,East,34.0,38.0,36.0,71.19
2025-12-07,Cauliflower,Volatile,Gazipur APMC,East,36.0,40.0,38.0,94.76
2025-12-09,Cauliflower,Volatile,Gazipur APMC,East,34.0,36.0,35.0,97.48
2025-12-10,Cauliflower,Volatile,Gazipur APMC,East,34.0,38.0,36.0,109.48
2025-12-11,Cauliflower,Volatile,Gazipur APMC,East,28.0,32.0,30.0,102.39
2025-12-14,Cauliflower,Volatile,Gazipur APMC,East,20.0,24.0,22.0,100.39
2025-12-15,Cauliflower,Volatile,Gazipur APMC,East,18.0,22.0,20.0,143.65
2025-12-17,Cauliflower,Volatile,Gazipur APMC,East,14.0,18.0,16.0,110.7
2026-01-05,Cauliflower,Volatile,Gazipur APMC,East,7.0,9.0,8.0,107.53
2026-01-06,Cauliflower,Volatile,Gazipur APMC,East,7.0,9.0,8.0,103.81
2026-01-13,Cauliflower,Volatile,Gazipur APMC,East,16.0,20.0,18.0,79.02
2026-01-20,Cauliflower,Volatile,Gazipur APMC,East,28.0,30.0,29.0,56.85
2026-01-21,Cauliflower,Volatile,Gazipur APMC,East,28.0,32.0,30.0,41.72
2026-01-26,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,63.98
2026-01-28,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,70.89
2026-01-29,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,55.71
2026-01-30,Cauliflower,Volatile,Gazipur APMC,East,16.0,20.0,18.0,77.86
2026-02-06,Cauliflower,Volatile,Gazipur APMC,East,19.0,22.0,20.0,72.49
2026-02-10,Cauliflower,Volatile,Gazipur APMC,East,18.0,22.0,20.0,99.5
2026-02-11,Cauliflower,Volatile,Gazipur APMC,East,8.0,12.0,10.0,67.77
2026-02-17,Cauliflower,Volatile,Gazipur APMC,East,7.0,9.0,8.0,75.8
2026-02-18,Cauliflower,Volatile,Gazipur APMC,East,7.0,9.0,8.0,81.63
2026-02-19,Cauliflower,Volatile,Gazipur APMC,East,5.0,7.0,6.0,75.24
2026-02-22,Cauliflower,Volatile,Gazipur APMC,East,6.0,8.0,7.0,55.15
2026-02-23,Cauliflower,Volatile,Gazipur APMC,East,6.0,8.0,7.0,57.3
2026-02-24,Cauliflower,Volatile,Gazipur APMC,East,6.0,8.0,7.0,55.15
2026-02-25,Cauliflower,Volatile,Gazipur APMC,East,6.0,8.0,7.0,66.09
2026-03-01,Cauliflower,Volatile,Gazipur APMC,East,7.0,9.0,8.0,65.88
2026-03-02,Cauliflower,Volatile,Gazipur APMC,East,8.0,10.0,9.0,68.4
2026-03-08,Cauliflower,Volatile,Gazipur APMC,East,12.0,16.0,14.0,85.02
2026-03-09,Cauliflower,Volatile,Gazipur APMC,East,12.0,16.0,14.0,54.25
2026-03-10,Cauliflower,Volatile,Gazipur APMC,East,12.0,16.0,14.0,68.48
2026-03-16,Cauliflower,Volatile,Gazipur APMC,East,10.0,14.0,12.0,50.12
2026-03-17,Cauliflower,Volatile,Gazipur APMC,East,10.0,14.0,12.0,54.61
2026-03-23,Cauliflower,Volatile,Gazipur APMC,East,20.0,24.0,22.0,43.32
2026-03-26,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,44.37
2026-03-27,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,47.6
2026-03-29,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,74.13
2026-04-01,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,37.92
2026-04-05,Cauliflower,Volatile,Gazipur APMC,East,24.0,26.0,25.0,51.32
2026-04-06,Cauliflower,Volatile,Gazipur APMC,East,24.0,26.0,25.0,33.1
2026-04-08,Cauliflower,Volatile,Gazipur APMC,East,24.0,28.0,26.0,92.77
2026-04-09,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,101.35
2026-04-12,Cauliflower,Volatile,Gazipur APMC,East,22.0,26.0,24.0,71.97
2026-04-13,Cauliflower,Volatile,Gazipur APMC,East,25.0,29.0,27.0,35.72
2026-04-14,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,33.86
2026-04-15,Cauliflower,Volatile,Gazipur APMC,East,24.0,28.0,26.0,73.82
2026-04-16,Cauliflower,Volatile,Gazipur APMC,East,26.0,28.0,27.0,23.55
2026-04-17,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,36.82
2026-04-18,Cauliflower,Volatile,Gazipur APMC,East,26.0,30.0,28.0,2.57
2026-04-19,Cauliflower,Volatile,Gazipur APMC,East,28.0,32.0,30.0,34.45
2026-04-20,Cauliflower,Volatile,Gazipur APMC,East,30.0,34.0,32.0,51.89
2026-04-21,Cauliflower,Volatile,Gazipur APMC,East,30.0,34.0,32.0,56.2
2026-04-22,Cauliflower,Volatile,Gazipur APMC,East,34.0,38.0,36.0,51.89
2026-04-23,Cauliflower,Volatile,Gazipur APMC,East,17.0,19.0,18.0,99.97
2026-04-24,Cauliflower,Volatile,Gazipur APMC,East,18.0,22.0,20.0,90.8
2026-04-27,Cauliflower,Volatile,Gazipur APMC,East,34.0,38.0,36.0,59.11
2026-04-28,Cauliflower,Volatile,Gazipur APMC,East,13.0,17.0,15.0,39.38
2026-04-29,Cauliflower,Volatile,Gazipur APMC,East,17.0,21.0,19.0,86.8
2026-04-30,Cauliflower,Volatile,Gazipur APMC,East,17.0,21.0,19.0,38.89
2026-05-01,Cauliflower,Volatile,Gazipur APMC,East,14.0,18.0,16.0,59.65
2026-05-02,Cauliflower,Volatile,Gazipur APMC,East,13.0,17.0,15.0,54.03
2026-05-03,Cauliflower,Volatile,Gazipur APMC,East,16.0,20.0,18.0,61.41
2026-05-04,Cauliflower,Volatile,Gazipur APMC,East,14.0,20.0,16.0,36.14
2026-05-05,Cauliflower,Volatile,Gazipur APMC,East,16.0,20.0,18.0,53.62
2026-05-06,Cauliflower,Volatile,Gazipur APMC,East,16.0,20.0,18.0,56.17
2026-05-09,Cauliflower,Volatile,Gazipur APMC,East,15.0,17.0,16.0,47.5
2026-05-10,Cauliflower,Volatile,Gazipur APMC,East,9.0,11.0,10.0,5.7
2026-05-11,Cauliflower,Volatile,Gazipur APMC,East,9.0,12.0,10.0,58.12
2026-05-12,Cauliflower,Volatile,Gazipur APMC,East,14.0,18.0,16.0,31.55
2026-05-13,Cauliflower,Volatile,Gazipur APMC,East,10.0,14.0,12.0,50.22
2026-05-14,Cauliflower,Volatile,Gazipur APMC,East,10.0,12.0,11.0,53.19
2026-05-15,Cauliflower,Volatile,Gazipur APMC,East,12.0,14.0,13.0,34.9
2026-05-16,Cauliflower,Volatile,Gazipur APMC,East,12.0,14.0,13.0,58.22
2026-05-17,Cauliflower,Volatile,Gazipur APMC,East,10.0,14.0,12.0,26.65
2026-05-18,Cauliflower,Volatile,Gazipur APMC,East,20.0,24.0,22.0,42.57
2026-05-19,Cauliflower,Volatile,Gazipur APMC,East,22.0,24.0,23.0,11.97
2026-05-20,Cauliflower,Volatile,Gazipur APMC,East,20.0,24.0,22.0,36.57
2025-11-08,Cauliflower,Volatile,Keshopur APMC,West,20.0,30.0,26.0,70.72
2025-11-09,Cauliflower,Volatile,Keshopur APMC,West,15.0,22.0,19.5,71.14
2025-11-10,Cauliflower,Volatile,Keshopur APMC,West,20.0,28.0,24.0,65.25
2025-11-11,Cauliflower,Volatile,Keshopur APMC,West,20.0,26.0,23.0,61.55
2025-11-13,Cauliflower,Volatile,Keshopur APMC,West,16.0,23.0,21.5,65.86
2025-11-14,Cauliflower,Volatile,Keshopur APMC,West,18.0,22.0,20.0,59.69
2025-11-15,Cauliflower,Volatile,Keshopur APMC,West,18.0,22.0,21.0,58.28
2025-11-16,Cauliflower,Volatile,Keshopur APMC,West,20.0,26.0,23.0,78.01
2025-11-17,Cauliflower,Volatile,Keshopur APMC,West,16.0,30.0,24.5,45.14
2025-11-18,Cauliflower,Volatile,Keshopur APMC,West,20.0,30.0,26.5,54.14
2025-11-20,Cauliflower,Volatile,Keshopur APMC,West,25.0,32.0,29.5,35.93
2025-11-23,Cauliflower,Volatile,Keshopur APMC,West,26.0,36.0,31.0,53.73
2025-11-24,Cauliflower,Volatile,Keshopur APMC,West,25.0,32.0,28.5,66.2
2025-11-27,Cauliflower,Volatile,Keshopur APMC,West,23.0,37.0,29.5,47.26
2025-11-28,Cauliflower,Volatile,Keshopur APMC,West,24.0,30.0,27.5,62.36
2025-11-30,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,28.0,48.04
2025-12-01,Cauliflower,Volatile,Keshopur APMC,West,24.0,32.0,28.5,46.65
2025-12-02,Cauliflower,Volatile,Keshopur APMC,West,20.0,28.0,25.0,44.54
2025-12-04,Cauliflower,Volatile,Keshopur APMC,West,24.0,32.0,28.0,48.25
2025-12-05,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,27.5,59.94
2025-12-06,Cauliflower,Volatile,Keshopur APMC,West,24.0,29.0,26.5,61.3
2025-12-07,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,27.5,63.5
2025-12-08,Cauliflower,Volatile,Keshopur APMC,West,26.0,34.0,29.0,53.83
2025-12-09,Cauliflower,Volatile,Keshopur APMC,West,24.0,30.0,27.5,56.07
2025-12-11,Cauliflower,Volatile,Keshopur APMC,West,25.0,32.0,29.0,70.9
2025-12-12,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,27.5,54.8
2025-12-14,Cauliflower,Volatile,Keshopur APMC,West,25.0,33.0,29.5,74.65
2025-12-15,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,28.5,102.16
2025-12-16,Cauliflower,Volatile,Keshopur APMC,West,23.0,38.0,28.5,81.95
2025-12-18,Cauliflower,Volatile,Keshopur APMC,West,25.0,30.0,28.5,73.98
2025-12-19,Cauliflower,Volatile,Keshopur APMC,West,12.0,18.0,16.0,97.15
2025-12-20,Cauliflower,Volatile,Keshopur APMC,West,10.0,18.0,14.5,79.83
2025-12-21,Cauliflower,Volatile,Keshopur APMC,West,16.0,22.0,19.5,104.1
2025-12-22,Cauliflower,Volatile,Keshopur APMC,West,18.0,26.0,23.0,86.8
2025-12-23,Cauliflower,Volatile,Keshopur APMC,West,15.0,25.0,21.5,92.97
2025-12-26,Cauliflower,Volatile,Keshopur APMC,West,12.0,20.0,18.0,92.85
2025-12-27,Cauliflower,Volatile,Keshopur APMC,West,10.0,16.0,13.0,92.7
2026-01-01,Cauliflower,Volatile,Keshopur APMC,West,10.0,16.0,13.0,98.63
2026-01-02,Cauliflower,Volatile,Keshopur APMC,West,10.0,18.0,14.5,93.35
2026-01-03,Cauliflower,Volatile,Keshopur APMC,West,10.0,18.0,15.0,86.3
2026-01-04,Cauliflower,Volatile,Keshopur APMC,West,10.0,14.0,12.5,83.61
2026-01-05,Cauliflower,Volatile,Keshopur APMC,West,10.0,16.0,13.0,91.05
2026-01-06,Cauliflower,Volatile,Keshopur APMC,West,10.0,16.0,13.0,80.53
2026-01-08,Cauliflower,Volatile,Keshopur APMC,West,8.0,16.0,13.0,73.55
2026-01-11,Cauliflower,Volatile,Keshopur APMC,West,12.0,22.0,17.0,56.05
2026-01-12,Cauliflower,Volatile,Keshopur APMC,West,8.0,14.0,12.5,48.95
2026-01-13,Cauliflower,Volatile,Keshopur APMC,West,8.0,14.0,12.5,57.33
2026-01-15,Cauliflower,Volatile,Keshopur APMC,West,8.0,14.0,12.0,41.88
2026-01-16,Cauliflower,Volatile,Keshopur APMC,West,8.0,14.0,12.0,55.65
2026-01-17,Cauliflower,Volatile,Keshopur APMC,West,15.0,25.0,23.0,53.95
2026-01-18,Cauliflower,Volatile,Keshopur APMC,West,20.0,26.0,23.0,54.45
